galtileid,twinkles_system
1090246951,1710
1090335694,1711
1090353404,1712
1090419272,1713
1090589297,1714
1090892286,1715
1090953147,1716
1091030792,1717
1091036926,1718
1091120650,1719
1091288412,1720
1091469781,1721
1091485866,1722
1091522437,1723
1091544380,1724
1091835869,1725
1091902221,1726
1091968365,1727
1091985775,1728
1092050111,1729
1092132161,1730
1092226872,1731
1092271416,1732
1092316380,1733
1092387426,1734
1092442262,1735
1092991443,1736
1093325941,1737
1093398560,1738
1093611974,1739
1093746986,1740
1093823738,1741
1093869694,1742
1094213966,1743
1094417816,1744
1094616445,1745
1094686686,1746
1094739096,1747
1095025191,1748
1095310038,1749
1095826760,1750
1096037203,1751
1096092312,1752
1096269399,1753
1096365731,1754
1096375750,1755
1096464282,1756
1096655589,1757
1097030631,1758
1097062393,1759
1097096087,1760
1097146597,1761
1097177719,1762
1097181911,1763
1097280751,1764
1097717857,1765
1098123116,1766
1098214794,1767
1098282742,1768
1098373324,1769
1098404985,1770
1098483749,1771
1098740792,1772
1098745525,1773
1098753401,1774
1098949080,1775
1098949324,1776
1099062282,1777
1099137290,1778
1099262397,1779
1099302384,1780
1099303655,1781
1099426564,1782
1099474692,1783
1099480517,1784
1099597082,1785
1099955926,1786
1099991333,1787
1100319889,1788
1100446527,1789
1100469628,1790
1100924024,1791
1101027419,1792
1101029035,1793
1101118436,1794
1101356535,1795
1101386021,1796
1101903323,1797
1101935675,1798
1102080875,1799
1102504300,1800
1102852691,1801
1103010726,1802
1103321445,1803
1103361994,1804
1103429003,1805
1103625828,1806
1103725354,1807
1103906267,1808
1103992941,1809
1104126273,1810
1104662621,1811
1104888474,1812
1104937393,1813
1105092891,1814
1105207110,1815
1105298065,1816
1105438386,1817
1105637344,1818
1105694750,1819
1105742538,1820
1105856343,1821
1105878197,1822
1105991761,1823
1106003568,1824
1106152173,1825
1106219803,1826
1106290186,1827
1106488543,1828
1106534401,1829
1106560172,1830
1106678346,1831
1106781389,1832
1106865011,1833
1106990447,1834
1107117923,1835
1107170347,1836
1107278292,1837
1107638441,1838
1107749869,1839
1107916820,1840
1107948223,1841
1108079654,1842
1108095044,1843
1108184299,1844
1108271644,1845
1108311469,1846
1108354609,1847
1108522221,1848
1108613445,1849
1108957839,1850
1109282079,1851
1109330686,1852
1109362364,1853
1109418697,1854
1109440648,1855
1109544978,1856
1109613624,1857
1109629325,1858
1109711593,1859
1109763868,1860
1109894259,1861
1109986174,1862
1110416046,1863
1110451608,1864
1110779488,1865
1111236152,1866
1111443615,1867
1112011664,1868
1112037009,1869
1112074600,1870
1112328542,1871
1112497761,1872
1112567557,1873
1112575183,1874
1112658302,1875
1112750055,1876
1112772545,1877
1112786372,1878
1112979857,1879
1112986455,1880
1113029528,1881
1113036352,1882
1113569539,1883
1113996262,1884
1114040517,1885
1114138483,1886
1114157471,1887
1114297622,1888
1114318167,1889
1114415652,1890
1114467573,1891
1114507796,1892
1114652667,1893
1115309448,1894
1115313414,1895
1115674519,1896
1115712567,1897
1115889492,1898
1115892573,1899
1116052077,1900
1116190201,1901
1116238296,1902
1116291070,1903
1116295883,1904
1116446935,1905
1116553670,1906
1116628130,1907
1116776262,1908
1116781814,1909
1116830183,1910
1117073392,1911
1117273383,1912
1117398305,1913
1117505599,1914
1117513447,1915
1117580025,1916
1117759115,1917
1117763722,1918
1117894903,1919
1117963488,1920
1117980305,1921
1118074821,1922
1118117251,1923
1118179241,1924
1118215822,1925
1118325870,1926
1118972078,1927
1119060350,1928
1119098561,1929
1119148403,1930
1119284836,1931
1119349252,1932
1119434999,1933
1119565018,1934
1119568366,1935
1119715056,1936
1120202467,1937
1120320588,1938
1120511401,1939
1120708917,1940
1120931616,1941
1121210698,1942
1121949326,1943
1122040572,1944
1122202667,1945
1122259754,1946
1122362294,1947
1122474044,1948
1123051989,1949
1123209394,1950
1123613611,1951
1123895803,1952
1124017138,1953
1124130733,1954
1124630066,1955
1124780979,1956
1124898833,1957
1125010897,1958
1125050275,1959
1125345911,1960
1125389837,1961
1125416603,1962
1125695208,1963
1125792553,1964
1125887887,1965
1125972928,1966
1126144591,1967
1126148824,1968
1126279926,1969
1126520387,1970
1126711908,1971
1126820843,1972
1127001812,1973
1127060371,1974
1127403492,1975
1127433090,1976
1127734022,1977
1128271482,1978
1128573638,1979
1128611098,1980
1128799197,1981
1128941347,1982
1129018278,1983
1129041564,1984
1129323158,1985
1129418048,1986
1129475832,1987
1129601809,1988
1129639982,1989
1129885654,1990
1130089425,1991
1130126792,1992
1130132683,1993
1130181235,1994
1130320078,1995
1130350461,1996
1130423585,1997
1130741707,1998
1130918227,1999
1131220496,2000
1131518316,2001
1131580664,2002
1131739383,2003
1131838658,2004
1132144916,2005
1132262861,2006
1132340608,2007
1133015117,2008
1133025086,2009
1133096845,2010
1133103540,2011
1133269441,2012
1133565841,2013
1133836851,2014
1133981373,2015
1134087215,2016
1134175670,2017
1134232514,2018
1134577392,2019
1134855605,2020
1135109561,2021
1135238224,2022
1135270496,2023
1135402619,2024
1135491893,2025
1135586973,2026
1135699125,2027
1135734485,2028
1136031469,2029
1136276206,2030
1136425836,2031
1136478116,2032
1136588023,2033
1136918624,2034
1136983314,2035
1137133650,2036
1137413624,2037
1137517614,2038
1137729307,2039
1137861556,2040
1137888099,2041
1137947202,2042
1200445148,2043
1201561738,2044
1201964449,2045
1203678223,2046
1205233112,2047
1206955051,2048
1207067412,2049
1207661950,2050
1211896333,2051
1214747345,2052
1200077823,2053
1200083988,2054
1200124135,2055
1200194026,2056
1200508231,2057
1200617837,2058
1200874287,2059
1200962807,2060
1201122635,2061
1201212339,2062
1201604571,2063
1201979334,2064
1202516099,2065
1202750489,2066
1203263944,2067
1203452183,2068
1204088295,2069
1204167965,2070
1204630882,2071
1204879576,2072
1205341597,2073
1206140232,2074
1207704191,2075
1207806973,2076
1208140619,2077
