galtileid,twinkles_system
4123845,1691
4125775,1637
4126054,1027
4127018,1586
4128184,1765
4129970,1732
4130063,1631
4131804,1547
4132364,1455
4132471,1028
4132620,1841
4290822,1164
4291711,1481
4294297,1124
4297510,1737
4297598,1360
4298568,1249
4298953,1253
4299362,1678
4346506,1577
4362721,1415
4362757,1635
4364175,1972
4364681,1935
4365520,1446
4366393,1584
4367121,1294
4367931,1993
4373020,1338
4374253,1153
5180881,1094
5180940,1690
5181511,1400
5181612,1138
5181933,1337
5183241,1890
5183554,1634
5183640,1628
5184753,1053
5185515,1729
5185557,1513
5187649,1863
5188442,1217
5188924,1272
5711864,1223
5718818,1119
5726741,1876
5729703,1929
5729953,1200
5734742,1537
5741791,1433
5743423,1812
5745168,1292
5772205,1107
5773171,1311
5775676,1485
5776975,1246
5780816,1361
5781488,1212
5783994,1219
5784110,1076
5786442,1401
5787184,1130
5788520,1652
5788544,1850
5788576,1969
5789894,1627
5790921,1368
5790976,1669
5791098,1273
5800988,1095
5952486,1206
5956040,1145
5959804,1897
5972647,1295
6064747,1889
6067829,1922
6070610,1668
6070642,1613
6070656,1798
6072103,1775
6072179,1080
6072305,1741
6084577,1421
6086422,1927
6087329,1921
6087425,1817
6088076,1251
6091523,1142
6092248,1550
6092359,1407
6093336,1347
6094310,1564
6098386,1054
6098682,1277
6099699,1497
6100863,1801
6103220,1411
6103451,1180
6107329,1061
6107388,1171
6108464,1650
6108466,1787
6109202,1475
6111737,1136
6111816,1181
6112165,1997
6114075,1057
6114735,1953
6115022,1321
6115178,1773
6116514,1761
6117962,1501
6119140,1191
6303939,1757
6309852,1022
6309918,1867
6310381,1598
6310847,1096
6310998,1982
6311569,1243
6311758,1209
6312357,1826
6314904,1797
6316090,1418
6318062,1286
6319481,1499
6322335,1546
6324032,1182
6326997,1141
6327417,1651
6414820,1874
6414944,1490
6415437,1645
6418038,1956
6418433,1786
6418638,1615
6418870,1374
6420092,1622
6420214,1109
6421297,1675
6424180,1716
6425835,1290
6426960,1051
6428767,1740
6429246,1342
6429781,1676
6431729,1106
6432514,1662
6433853,1384
6435073,1072
6436167,1334
6436258,1820
6439348,1473
6440059,1648
6446996,1588
6447578,1524
6452579,1541
6453702,1210
6881383,1558
6883323,1505
6883950,1011
6893109,1976
6903202,1459
6914095,1688
6915108,1300
6916194,1671
6916332,1339
7086028,1004
7089257,1846
7098313,1477
7099612,1845
7159123,1156
7159294,1303
7160419,1591
7161035,1366
7161406,1090
7615034,1059
7615342,1240
7615439,1962
7615704,1915
7615973,1552
7629160,1120
7629434,1306
7629495,1649
7632057,1502
7632140,1794
7632221,1957
7691581,1860
7717150,1767
7717719,1766
7736052,1913
7737448,1856
7741230,1777
7741252,1397
7741638,1756
7741822,1319
7893247,1114
7956746,1116
7957679,1702
7959547,1020
7960194,1836
7961268,1163
7961622,1390
7964190,1529
7969190,1999
7974521,1140
7975054,1815
7975566,1758
7982780,1085
8033182,1265
8748453,1102
8749769,1198
8750255,1828
8753079,1908
8761977,1941
8763197,1498
8764609,1254
8769057,1214
9048626,1810
9112309,1877
9112686,1955
9139882,1118
9140542,1432
9140588,1578
9140767,1925
9141363,1190
9168909,1853
9408563,1452
9408746,1324
9410181,1683
9410211,1842
9410433,1087
9411447,1790
9413330,1335
9420446,1966
9421311,1977
9421450,1755
9555498,1961
9572753,1884
9572794,1531
9573222,1643
9618706,1375
9624632,1493
9626365,1465
9633764,1428
9696061,1551
9696506,1056
9696941,1235
9968909,1063
9972153,1557
9972921,1392
9974203,1262
9976874,1818
9977020,1988
9979063,1785
9985485,1046
9986594,1463
9989615,1092
10501108,1713
10501355,1079
10503854,1322
10504353,1268
10504726,1782
10504852,1372
10510493,1346
10510672,1215
10511968,1991
10512779,1712
10513128,1776
10516289,1542
10516437,1597
10516471,1352
10518764,1661
10518910,1391
10522220,1155
10522996,1699
10903630,1576
11036227,1866
11277409,1646
11277599,1089
11278182,1445
11278308,1560
11278401,1926
11279727,1438
11282745,1476
11284298,1781
11287723,1036
11290150,1228
11293338,1947
11295854,1512
11295951,1267
11296525,1026
11296681,1869
11298191,1199
11298774,1940
11301549,1526
11301855,1722
11302213,1981
11303223,1232
11305282,1536
11305802,1855
11305881,1738
11305943,1511
11306609,1949
11306741,1995
11308731,1819
11310454,1948
11311608,1799
11320047,1700
11320538,1684
11323528,1920
11323785,1117
11325077,1870
11325531,1266
11341140,1426
11341856,1350
11341955,1865
11342322,1715
11343325,1110
11344786,1406
11381079,1480
11381401,1377
11382164,1444
11382340,1069
11386331,1979
11387143,1779
11388097,1436
11389303,1565
11389922,1894
11389999,1326
11392665,1252
11398010,1075
11399333,1195
11399924,1302
11400222,1353
11401062,1025
11401177,1068
11401346,1151
11402007,1725
11413744,1523
11413990,1373
11414314,1008
11415593,1185
11416158,1074
11416169,1885
11419479,1825
11421901,1386
11424727,1814
11425014,1320
11425681,1769
11426819,1193
11429763,1010
11429922,1965
11431169,1474
11431900,1805
11433657,1218
11433825,1617
11434062,1626
11449648,1534
11451477,1058
11454550,1698
11455436,1021
11456552,1478
11457330,1655
11457386,1453
11457392,1506
11462669,1892
11462875,1331
11466643,1909
11467369,1412
11654433,1231
11854182,1402
11855594,1149
11855613,1225
11857258,1672
11857404,1491
11857498,1007
11857940,1724
11858116,1015
11858367,1276
11859630,1893
11860613,1050
11861242,1313
11862184,1753
11864502,1742
11864574,1875
11865215,1314
11865526,1973
11866152,1543
11867368,1236
11871577,1589
11873283,1170
11875410,1495
11876341,1983
11878408,1179
11881372,1923
11882779,1121
11883077,1003
11885555,1967
11886388,1763
11889395,1623
11891839,1837
11892226,1685
11894467,1720
11894597,1131
11894730,1318
11894844,1849
11895051,1077
11896475,1466
11896895,1770
11897938,1127
11898279,1456
11898446,1237
11898520,1194
11899017,1289
11901514,1928
11902366,1862
11904256,1911
11904696,1559
11906127,1045
11911053,1467
11911913,1048
11915742,1625
11922020,1264
11923098,1931
11924344,1487
11925378,1566
11926650,1343
11995618,1719
11996846,1184
11996961,1827
11997637,1281
12000980,1660
12001918,1260
12039118,1603
12039160,1515
12039875,1462
12043424,1154
12044267,1575
12044355,1959
12051881,1052
12053262,1454
12054654,1594
12057239,1083
12057586,1425
12058091,1389
12058162,1747
12058282,1278
12058424,1990
12058667,1574
12058880,1878
12061186,1658
12063414,1916
12065087,1548
12065293,1188
12087370,1104
12419946,1768
12419982,1340
12420016,1173
12421239,1108
12421936,1016
12422333,1031
12423177,1601
12423976,1917
12424121,1443
12424615,1553
12424621,1448
12424750,1871
12428320,1363
12433577,1583
12494410,1189
12494546,1739
12495142,1616
12496702,1834
12504214,1148
12506399,1533
12529057,1039
12529473,1930
12549078,1167
12550244,1270
12553455,1844
12569631,1540
12570813,1881
12571606,1891
12571747,1907
12572654,1608
12573988,1227
12574551,1287
12576347,1078
12587787,1424
12587788,1521
12590754,1293
12592134,1101
12592427,1664
12592476,1734
12649618,1642
12653477,1780
12653769,1019
12654837,1804
12656198,1823
12657843,1562
12658511,1906
12660111,1158
12660199,1128
12660719,1055
12665383,1202
12673431,1653
12678463,1731
12679219,1221
12680232,1791
12864654,1000
12866623,1222
12868128,1709
12875552,1840
12877117,1674
12877872,1132
12878655,1144
12880051,1291
12880522,1750
12880742,1030
12881122,1900
12881879,1647
12885035,1711
12887326,1241
12895369,1283
12934047,1880
12934089,1980
12934513,1681
12935532,1636
12969842,1422
12970209,1245
12970395,1060
12972044,1943
12972291,1460
13017706,1344
13795293,1599
14390178,1186
14400778,1958
14400995,1216
14401811,1358
14402166,1086
14402462,1851
14405474,1500
14405678,1420
14405715,1570
14409811,1001
14410212,1830
14413906,1071
14415851,1665
14416274,1639
14416301,1330
14419110,1735
14421029,1771
14426745,1297
14426959,1084
14428165,1861
14430777,1123
14431862,1282
14431879,1573
14432693,1903
14432873,1332
14434943,1486
14436981,1064
14589815,1429
14590577,1461
14591689,1492
14600848,1609
14601882,1440
14603335,1309
14604557,1789
14605024,1113
14606878,1838
14607730,1764
14609105,1708
14612227,1382
14618702,1234
14619625,1220
14620016,1901
14620109,1488
14620362,1919
14620373,1807
14620758,1517
14622417,1355
14622560,1585
14624845,1910
14625733,1696
14629607,1831
14630029,1945
14630678,1327
14631872,1162
14632533,1042
14632542,1323
14633593,1746
14634682,1602
14784555,1070
14841900,1066
14842759,1483
14843487,1484
14845935,1091
14846494,1029
14849341,1403
14851230,1034
14852155,1122
14853068,1567
14856598,1316
14857720,1362
14859886,1667
14863197,1006
14864825,1269
14866561,1274
14868699,1525
14871158,1208
14872228,1689
14872634,1759
14905557,1677
15051028,1387
15051147,1952
15051360,1410
15051608,1904
15052793,1783
15053213,1996
15053445,1165
15054053,1033
15054062,1441
15054237,1394
15054722,1595
15057617,1987
15063832,1934
15064986,1047
15065658,1692
15066286,1868
15067337,1937
15069483,1247
15070599,1879
15071720,1369
15072098,1563
15073345,1654
15073379,1062
15074894,1013
15075426,1207
15076938,1938
15077622,1082
15283799,1341
15288646,1963
15288720,1530
15289950,1503
15304361,1864
15305833,1383
15307566,1067
15507014,1255
15507778,1743
15551172,1229
15551879,1298
15552356,1592
15553058,1944
15555237,1134
15556887,1549
15577418,1105
15577850,1371
15579923,1150
15581596,1201
15582987,1510
15583029,1409
15730327,1370
15775582,1532
15798981,1895
15850707,1687
15851729,1125
15853040,1793
15855299,1041
15855326,1437
15855566,1883
15857235,1129
15860128,1203
15860248,1494
15860385,1161
15860420,1705
15860552,1379
15861380,1381
15861508,1152
15864859,1872
15865065,1312
15870527,1554
15872668,1168
15873062,1354
15877333,1950
15878328,1707
15878540,1364
15878881,1166
15879545,1175
15880403,1097
15882279,1017
15884703,1471
15885785,1936
15886921,1882
15887501,1918
15887582,1457
15888443,1580
15889589,1744
15893562,1610
15893811,1442
15895032,1632
15895153,1924
15895359,1133
15897538,1519
15898579,1103
15899744,1143
15899811,1146
15900111,1139
15903579,1886
15997280,1037
15998065,1986
15999402,1640
15999501,1680
15999568,1014
16000072,1376
16002698,1115
16003306,1695
16004000,1784
16007076,1694
16008352,1257
16008893,1160
16009832,1833
16010157,1545
16011080,1305
16011907,1183
16012207,1556
16013209,1760
16019884,1284
16019896,1157
16020393,1520
16021344,1582
16024461,1824
16027185,1985
16027390,1633
16027452,1178
16028122,1388
16028765,1679
16028884,1518
16030427,1137
16040359,1301
16042233,1275
16044881,1847
16080313,1535
16080355,1859
16080653,1992
16083789,1612
16085361,1417
16085735,1932
16088065,1656
16088875,1126
16089367,1619
16089509,1571
16090297,1673
16090562,1351
16090738,1100
16093360,1899
16093937,1496
16095322,1470
16095610,1644
17675850,1717
17676276,1271
17680023,1666
17769643,1336
17771047,1416
17771821,1359
17772702,1752
17775299,1378
17801542,1821
17933655,1620
18375802,1239
18375824,1816
18376575,1399
18379425,1135
18381412,1258
18385895,1348
18386645,1112
18386665,1527
18386920,1299
18387241,1693
19203343,1984
19688551,1704
19689989,1942
19692175,1964
20848128,1912
20850651,1806
20851264,1516
